,Date,Start,Visitor,VisitorPTS,Home,HomePTS
593,Fri Jan 16 2015,10:30 pm,Cleveland Cavaliers,126,Los Angeles Clippers,121
594,Fri Jan 16 2015,8:00 pm,Golden State Warriors,115,Oklahoma City Thunder,127
595,Fri Jan 16 2015,7:00 pm,Memphis Grizzlies,106,Orlando Magic,96
596,Fri Jan 16 2015,7:00 pm,New Orleans Pelicans,81,Philadelphia 76ers,96
597,Fri Jan 16 2015,9:00 pm,Minnesota Timberwolves,99,Phoenix Suns,110
598,Fri Jan 16 2015,10:00 pm,Miami Heat,95,Sacramento Kings,83
599,Fri Jan 16 2015,8:30 pm,Portland Trail Blazers,96,San Antonio Spurs,110
600,Fri Jan 16 2015,7:30 pm,Atlanta Hawks,110,Toronto Raptors,89
601,Fri Jan 16 2015,9:00 pm,Los Angeles Lakers,85,Utah Jazz,94
602,Fri Jan 16 2015,7:00 pm,Brooklyn Nets,102,Washington Wizards,80
603,Sat Jan 17 2015,8:00 pm,Washington Wizards,99,Brooklyn Nets,90
604,Sat Jan 17 2015,8:00 pm,Atlanta Hawks,107,Chicago Bulls,99
605,Sat Jan 17 2015,7:00 pm,Indiana Pacers,71,Charlotte Hornets,80
606,Sat Jan 17 2015,9:00 pm,Minnesota Timberwolves,113,Denver Nuggets,105
607,Sat Jan 17 2015,7:30 pm,Philadelphia 76ers,89,Detroit Pistons,107
608,Sat Jan 17 2015,8:00 pm,Golden State Warriors,131,Houston Rockets,106
609,Sat Jan 17 2015,9:00 pm,Portland Trail Blazers,98,Memphis Grizzlies,102
610,Sat Jan 17 2015,10:00 pm,Los Angeles Clippers,117,Sacramento Kings,108
611,Sun Jan 18 2015,6:00 pm,Oklahoma City Thunder,127,Orlando Magic,99
612,Sun Jan 18 2015,7:00 pm,Utah Jazz,69,San Antonio Spurs,89
613,Sun Jan 18 2015,3:30 pm,New Orleans Pelicans,95,Toronto Raptors,93
614,Mon Jan 19 2015,2:30 pm,Detroit Pistons,82,Atlanta Hawks,93
615,Mon Jan 19 2015,2:00 pm,Minnesota Timberwolves,80,Charlotte Hornets,105
616,Mon Jan 19 2015,7:30 pm,Chicago Bulls,94,Cleveland Cavaliers,108
617,Mon Jan 19 2015,4:00 pm,Denver Nuggets,79,Golden State Warriors,122
618,Mon Jan 19 2015,5:30 pm,Indiana Pacers,98,Houston Rockets,110
619,Mon Jan 19 2015,3:30 pm,Boston Celtics,93,Los Angeles Clippers,102
620,Mon Jan 19 2015,5:00 pm,Dallas Mavericks,103,Memphis Grizzlies,95
621,Mon Jan 19 2015,8:00 pm,Toronto Raptors,92,Milwaukee Bucks,89
622,Mon Jan 19 2015,5:30 pm,New Orleans Pelicans,92,New York Knicks,99
623,Mon Jan 19 2015,10:00 pm,Los Angeles Lakers,100,Phoenix Suns,115
624,Mon Jan 19 2015,10:00 pm,Sacramento Kings,94,Portland Trail Blazers,98
625,Mon Jan 19 2015,2:00 pm,Philadelphia 76ers,76,Washington Wizards,111
626,Tue Jan 20 2015,9:00 pm,San Antonio Spurs,109,Denver Nuggets,99
627,Tue Jan 20 2015,7:30 pm,Oklahoma City Thunder,94,Miami Heat,86
628,Wed Jan 21 2015,7:30 pm,Indiana Pacers,91,Atlanta Hawks,110
629,Wed Jan 21 2015,7:00 pm,Miami Heat,76,Charlotte Hornets,78
630,Wed Jan 21 2015,7:00 pm,Utah Jazz,92,Cleveland Cavaliers,106
631,Wed Jan 21 2015,7:30 pm,Orlando Magic,118,Detroit Pistons,128
632,Wed Jan 21 2015,10:30 pm,Houston Rockets,113,Golden State Warriors,126
633,Wed Jan 21 2015,8:00 pm,Toronto Raptors,86,Memphis Grizzlies,92
634,Wed Jan 21 2015,8:00 pm,Dallas Mavericks,98,Minnesota Timberwolves,75
635,Wed Jan 21 2015,8:00 pm,Los Angeles Lakers,80,New Orleans Pelicans,96
636,Wed Jan 21 2015,7:00 pm,New York Knicks,98,Philadelphia 76ers,91
637,Wed Jan 21 2015,9:00 pm,Portland Trail Blazers,113,Phoenix Suns,118
638,Wed Jan 21 2015,10:00 pm,Brooklyn Nets,103,Sacramento Kings,100
639,Wed Jan 21 2015,8:00 pm,Oklahoma City Thunder,105,Washington Wizards,103
640,Thu Jan 22 2015,8:00 pm,San Antonio Spurs,81,Chicago Bulls,104
641,Thu Jan 22 2015,10:30 pm,Brooklyn Nets,84,Los Angeles Clippers,123
642,Thu Jan 22 2015,8:00 pm,Utah Jazz,101,Milwaukee Bucks,99
643,Thu Jan 22 2015,10:00 pm,Boston Celtics,90,Portland Trail Blazers,89
644,Fri Jan 23 2015,7:30 pm,Oklahoma City Thunder,93,Atlanta Hawks,103
645,Fri Jan 23 2015,7:30 pm,Charlotte Hornets,90,Cleveland Cavaliers,129
646,Fri Jan 23 2015,8:00 pm,Chicago Bulls,102,Dallas Mavericks,98
647,Fri Jan 23 2015,9:00 pm,Boston Celtics,100,Denver Nuggets,99
648,Fri Jan 23 2015,10:30 pm,Sacramento Kings,101,Golden State Warriors,126
649,Fri Jan 23 2015,7:30 pm,Indiana Pacers,87,Miami Heat,89
650,Fri Jan 23 2015,8:00 pm,New Orleans Pelicans,92,Minnesota Timberwolves,84
651,Fri Jan 23 2015,7:30 pm,Orlando Magic,106,New York Knicks,113
652,Fri Jan 23 2015,7:00 pm,Toronto Raptors,91,Philadelphia 76ers,86
653,Fri Jan 23 2015,9:00 pm,Houston Rockets,113,Phoenix Suns,111
654,Fri Jan 23 2015,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,99
655,Sat Jan 24 2015,7:00 pm,New York Knicks,71,Charlotte Hornets,76
656,Sat Jan 24 2015,8:00 pm,Philadelphia 76ers,83,Memphis Grizzlies,101
657,Sat Jan 24 2015,7:30 pm,Detroit Pistons,86,Milwaukee Bucks,101
658,Sat Jan 24 2015,10:00 pm,Washington Wizards,96,Portland Trail Blazers,103
659,Sat Jan 24 2015,9:00 pm,Brooklyn Nets,73,Utah Jazz,108
660,Sun Jan 25 2015,6:00 pm,Minnesota Timberwolves,100,Atlanta Hawks,112
661,Sun Jan 25 2015,1:00 pm,Miami Heat,96,Chicago Bulls,84
662,Sun Jan 25 2015,3:30 pm,Oklahoma City Thunder,98,Cleveland Cavaliers,108
663,Sun Jan 25 2015,8:00 pm,Washington Wizards,117,Denver Nuggets,115
664,Sun Jan 25 2015,8:00 pm,Boston Celtics,111,Golden State Warriors,114
665,Sun Jan 25 2015,9:30 pm,Houston Rockets,99,Los Angeles Lakers,87
666,Sun Jan 25 2015,6:00 pm,Dallas Mavericks,106,New Orleans Pelicans,109
667,Sun Jan 25 2015,6:00 pm,Indiana Pacers,106,Orlando Magic,99
668,Sun Jan 25 2015,6:00 pm,Los Angeles Clippers,120,Phoenix Suns,100
669,Sun Jan 25 2015,7:00 pm,Milwaukee Bucks,95,San Antonio Spurs,101
670,Sun Jan 25 2015,7:00 pm,Detroit Pistons,110,Toronto Raptors,114
671,Mon Jan 26 2015,10:30 pm,Denver Nuggets,98,Los Angeles Clippers,102
672,Mon Jan 26 2015,8:00 pm,Orlando Magic,94,Memphis Grizzlies,103
673,Mon Jan 26 2015,8:00 pm,Philadelphia 76ers,74,New Orleans Pelicans,99
674,Mon Jan 26 2015,8:00 pm,Minnesota Timberwolves,84,Oklahoma City Thunder,92
675,Mon Jan 26 2015,9:00 pm,Boston Celtics,99,Utah Jazz,90
676,Tue Jan 27 2015,8:30 pm,Memphis Grizzlies,109,Dallas Mavericks,90
677,Tue Jan 27 2015,7:30 pm,Cleveland Cavaliers,103,Detroit Pistons,95
678,Tue Jan 27 2015,10:30 pm,Chicago Bulls,113,Golden State Warriors,111
679,Tue Jan 27 2015,7:00 pm,Toronto Raptors,104,Indiana Pacers,91
680,Tue Jan 27 2015,10:30 pm,Washington Wizards,98,Los Angeles Lakers,92
681,Tue Jan 27 2015,7:30 pm,Milwaukee Bucks,109,Miami Heat,102
682,Wed Jan 28 2015,8:00 pm,Brooklyn Nets,102,Atlanta Hawks,113
683,Wed Jan 28 2015,7:00 pm,Portland Trail Blazers,94,Cleveland Cavaliers,99
684,Wed Jan 28 2015,8:00 pm,Dallas Mavericks,94,Houston Rockets,99
685,Wed Jan 28 2015,8:00 pm,Boston Celtics,98,Minnesota Timberwolves,110
686,Wed Jan 28 2015,8:00 pm,Denver Nuggets,93,New Orleans Pelicans,85
687,Wed Jan 28 2015,8:00 pm,Oklahoma City Thunder,92,New York Knicks,100
688,Wed Jan 28 2015,7:00 pm,Detroit Pistons,69,Philadelphia 76ers,89
689,Wed Jan 28 2015,10:30 pm,Washington Wizards,98,Phoenix Suns,106
690,Wed Jan 28 2015,8:30 pm,Charlotte Hornets,86,San Antonio Spurs,95
691,Wed Jan 28 2015,7:30 pm,Sacramento Kings,102,Toronto Raptors,119
692,Wed Jan 28 2015,9:00 pm,Los Angeles Clippers,94,Utah Jazz,89
693,Thu Jan 29 2015,7:00 pm,New York Knicks,82,Indiana Pacers,103
694,Thu Jan 29 2015,10:30 pm,Chicago Bulls,118,Los Angeles Lakers,123
695,Thu Jan 29 2015,8:00 pm,Denver Nuggets,69,Memphis Grizzlies,99
696,Thu Jan 29 2015,7:00 pm,Milwaukee Bucks,115,Orlando Magic,100
697,Fri Jan 30 2015,7:30 pm,Portland Trail Blazers,99,Atlanta Hawks,105
698,Fri Jan 30 2015,7:30 pm,Houston Rockets,93,Boston Celtics,87
699,Fri Jan 30 2015,7:30 pm,Toronto Raptors,127,Brooklyn Nets,122
700,Fri Jan 30 2015,7:30 pm,Sacramento Kings,90,Cleveland Cavaliers,101
701,Fri Jan 30 2015,8:00 pm,Dallas Mavericks,93,Miami Heat,72
702,Fri Jan 30 2015,8:00 pm,Los Angeles Clippers,103,New Orleans Pelicans,108
703,Fri Jan 30 2015,7:00 pm,Minnesota Timberwolves,94,Philadelphia 76ers,103
704,Fri Jan 30 2015,10:30 pm,Chicago Bulls,93,Phoenix Suns,99
705,Fri Jan 30 2015,9:00 pm,Golden State Warriors,100,Utah Jazz,110
706,Sat Jan 31 2015,7:30 pm,Philadelphia 76ers,85,Atlanta Hawks,91
707,Sat Jan 31 2015,9:00 pm,Charlotte Hornets,104,Denver Nuggets,86
708,Sat Jan 31 2015,7:30 pm,Houston Rockets,101,Detroit Pistons,114
709,Sat Jan 31 2015,10:30 pm,Phoenix Suns,87,Golden State Warriors,106
710,Sat Jan 31 2015,7:00 pm,Sacramento Kings,99,Indiana Pacers,94
711,Sat Jan 31 2015,8:00 pm,Oklahoma City Thunder,74,Memphis Grizzlies,85
712,Sat Jan 31 2015,8:30 pm,Portland Trail Blazers,88,Milwaukee Bucks,95
713,Sat Jan 31 2015,8:00 pm,Cleveland Cavaliers,106,Minnesota Timberwolves,90
714,Sat Jan 31 2015,7:00 pm,Dallas Mavericks,108,Orlando Magic,93
715,Sat Jan 31 2015,9:00 pm,Los Angeles Clippers,105,San Antonio Spurs,85
716,Sat Jan 31 2015,7:00 pm,Toronto Raptors,120,Washington Wizards,116
718,Sun Feb 1 2015,1:00 pm,Miami Heat,83,Boston Celtics,75
719,Sun Feb 1 2015,2:00 pm,Los Angeles Lakers,80,New York Knicks,92
720,Mon Feb 2 2015,7:30 pm,Los Angeles Clippers,100,Brooklyn Nets,102
721,Mon Feb 2 2015,7:00 pm,Philadelphia 76ers,84,Cleveland Cavaliers,97
722,Mon Feb 2 2015,8:30 pm,Minnesota Timberwolves,94,Dallas Mavericks,100
723,Mon Feb 2 2015,8:00 pm,Atlanta Hawks,100,New Orleans Pelicans,115
724,Mon Feb 2 2015,8:00 pm,Orlando Magic,97,Oklahoma City Thunder,104
725,Mon Feb 2 2015,9:00 pm,Memphis Grizzlies,102,Phoenix Suns,101
726,Mon Feb 2 2015,7:30 pm,Milwaukee Bucks,82,Toronto Raptors,75
727,Mon Feb 2 2015,7:00 pm,Charlotte Hornets,92,Washington Wizards,88
728,Tue Feb 3 2015,7:30 pm,Miami Heat,91,Detroit Pistons,108
729,Tue Feb 3 2015,7:30 pm,Boston Celtics,108,New York Knicks,97
730,Tue Feb 3 2015,7:00 pm,Denver Nuggets,98,Philadelphia 76ers,105
731,Tue Feb 3 2015,10:00 pm,Utah Jazz,102,Portland Trail Blazers,103
732,Tue Feb 3 2015,10:00 pm,Golden State Warriors,121,Sacramento Kings,96
733,Wed Feb 4 2015,7:30 pm,Washington Wizards,96,Atlanta Hawks,105
734,Wed Feb 4 2015,7:30 pm,Denver Nuggets,100,Boston Celtics,104
735,Wed Feb 4 2015,10:30 pm,Dallas Mavericks,114,Golden State Warriors,128
736,Wed Feb 4 2015,8:00 pm,Chicago Bulls,90,Houston Rockets,101
737,Wed Feb 4 2015,7:00 pm,Detroit Pistons,109,Indiana Pacers,114
738,Wed Feb 4 2015,8:00 pm,Los Angeles Lakers,105,Milwaukee Bucks,113
739,Wed Feb 4 2015,8:00 pm,Miami Heat,101,Minnesota Timberwolves,102
740,Wed Feb 4 2015,8:00 pm,Oklahoma City Thunder,102,New Orleans Pelicans,91
741,Wed Feb 4 2015,8:30 pm,Orlando Magic,103,San Antonio Spurs,110
742,Wed Feb 4 2015,7:30 pm,Brooklyn Nets,109,Toronto Raptors,93
743,Wed Feb 4 2015,9:00 pm,Memphis Grizzlies,100,Utah Jazz,90
744,Thu Feb 5 2015,7:00 pm,Washington Wizards,87,Charlotte Hornets,94
745,Thu Feb 5 2015,8:00 pm,Los Angeles Clippers,94,Cleveland Cavaliers,105
746,Thu Feb 5 2015,10:30 pm,Phoenix Suns,87,Portland Trail Blazers,108
747,Thu Feb 5 2015,10:00 pm,Dallas Mavericks,101,Sacramento Kings,78
748,Fri Feb 6 2015,7:30 pm,Golden State Warriors,116,Atlanta Hawks,124
749,Fri Feb 6 2015,7:30 pm,Philadelphia 76ers,96,Boston Celtics,107
750,Fri Feb 6 2015,7:00 pm,New York Knicks,88,Brooklyn Nets,92
751,Fri Feb 6 2015,7:30 pm,Denver Nuggets,88,Detroit Pistons,98
752,Fri Feb 6 2015,8:00 pm,Milwaukee Bucks,111,Houston Rockets,117
753,Fri Feb 6 2015,7:00 pm,Cleveland Cavaliers,99,Indiana Pacers,103
754,Fri Feb 6 2015,8:00 pm,Memphis Grizzlies,89,Minnesota Timberwolves,90
755,Fri Feb 6 2015,8:00 pm,New Orleans Pelicans,116,Oklahoma City Thunder,113
756,Fri Feb 6 2015,7:00 pm,Los Angeles Lakers,97,Orlando Magic,103
757,Fri Feb 6 2015,9:00 pm,Utah Jazz,93,Phoenix Suns,100
758,Fri Feb 6 2015,9:30 pm,Miami Heat,85,San Antonio Spurs,98
759,Fri Feb 6 2015,7:00 pm,Los Angeles Clippers,107,Toronto Raptors,123
760,Sat Feb 7 2015,8:30 pm,Portland Trail Blazers,101,Dallas Mavericks,111
761,Sat Feb 7 2015,8:30 pm,Boston Celtics,93,Milwaukee Bucks,96
762,Sat Feb 7 2015,7:00 pm,Chicago Bulls,107,New Orleans Pelicans,72
763,Sat Feb 7 2015,7:30 pm,Golden State Warriors,106,New York Knicks,92
764,Sat Feb 7 2015,7:30 pm,Charlotte Hornets,81,Philadelphia 76ers,89
765,Sat Feb 7 2015,9:00 pm,Sacramento Kings,90,Utah Jazz,102
766,Sat Feb 7 2015,7:00 pm,Brooklyn Nets,77,Washington Wizards,114
767,Sun Feb 8 2015,6:00 pm,Indiana Pacers,103,Charlotte Hornets,102
768,Sun Feb 8 2015,3:30 pm,Los Angeles Lakers,105,Cleveland Cavaliers,120
769,Sun Feb 8 2015,6:00 pm,Minnesota Timberwolves,112,Detroit Pistons,101
770,Sun Feb 8 2015,7:00 pm,Portland Trail Blazers,109,Houston Rockets,98
771,Sun Feb 8 2015,6:00 pm,Atlanta Hawks,88,Memphis Grizzlies,94
772,Sun Feb 8 2015,1:00 pm,Los Angeles Clippers,108,Oklahoma City Thunder,131
773,Sun Feb 8 2015,6:00 pm,Chicago Bulls,98,Orlando Magic,97
774,Sun Feb 8 2015,9:00 pm,Phoenix Suns,83,Sacramento Kings,85
775,Sun Feb 8 2015,7:00 pm,San Antonio Spurs,82,Toronto Raptors,87
776,Mon Feb 9 2015,8:30 pm,Los Angeles Clippers,115,Dallas Mavericks,98
777,Mon Feb 9 2015,9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,114
778,Mon Feb 9 2015,7:00 pm,San Antonio Spurs,95,Indiana Pacers,93
779,Mon Feb 9 2015,7:30 pm,New York Knicks,95,Miami Heat,109
780,Mon Feb 9 2015,8:00 pm,Brooklyn Nets,97,Milwaukee Bucks,103
781,Mon Feb 9 2015,8:00 pm,Atlanta Hawks,117,Minnesota Timberwolves,105
782,Mon Feb 9 2015,8:00 pm,Utah Jazz,100,New Orleans Pelicans,96
783,Mon Feb 9 2015,7:00 pm,Golden State Warriors,89,Philadelphia 76ers,84
784,Mon Feb 9 2015,7:00 pm,Orlando Magic,80,Washington Wizards,96
785,Tue Feb 10 2015,8:00 pm,Sacramento Kings,86,Chicago Bulls,104
786,Tue Feb 10 2015,7:00 pm,Detroit Pistons,106,Charlotte Hornets,78
787,Tue Feb 10 2015,10:30 pm,Denver Nuggets,106,Los Angeles Lakers,96
788,Tue Feb 10 2015,8:00 pm,Brooklyn Nets,86,Memphis Grizzlies,95
789,Tue Feb 10 2015,8:00 pm,Houston Rockets,127,Phoenix Suns,118
790,Wed Feb 11 2015,7:30 pm,Atlanta Hawks,88,Boston Celtics,89
791,Wed Feb 11 2015,8:00 pm,Miami Heat,93,Cleveland Cavaliers,113
792,Wed Feb 11 2015,8:30 pm,Utah Jazz,82,Dallas Mavericks,87
793,Wed Feb 11 2015,7:30 pm,San Antonio Spurs,104,Detroit Pistons,87
794,Wed Feb 11 2015,10:30 pm,Houston Rockets,95,Los Angeles Clippers,110
795,Wed Feb 11 2015,8:00 pm,Sacramento Kings,103,Milwaukee Bucks,111
796,Wed Feb 11 2015,8:00 pm,Golden State Warriors,94,Minnesota Timberwolves,91
797,Wed Feb 11 2015,8:00 pm,Indiana Pacers,106,New Orleans Pelicans,93
798,Wed Feb 11 2015,8:00 pm,Memphis Grizzlies,89,Oklahoma City Thunder,105
799,Wed Feb 11 2015,7:00 pm,New York Knicks,83,Orlando Magic,89
800,Wed Feb 11 2015,10:00 pm,Los Angeles Lakers,86,Portland Trail Blazers,102
801,Wed Feb 11 2015,7:30 pm,Washington Wizards,93,Toronto Raptors,95
802,Thu Feb 12 2015,8:00 pm,Cleveland Cavaliers,98,Chicago Bulls,113
803,Thu Feb 19 2015,10:30 pm,San Antonio Spurs,115,Los Angeles Clippers,119
804,Thu Feb 19 2015,8:00 pm,Dallas Mavericks,89,Oklahoma City Thunder,104
805,Fri Feb 20 2015,7:30 pm,Toronto Raptors,105,Atlanta Hawks,80
806,Fri Feb 20 2015,8:30 pm,Houston Rockets,100,Dallas Mavericks,111
807,Fri Feb 20 2015,7:30 pm,Chicago Bulls,91,Detroit Pistons,100
808,Fri Feb 20 2015,10:30 pm,San Antonio Spurs,99,Golden State Warriors,110
809,Fri Feb 20 2015,10:30 pm,Brooklyn Nets,114,Los Angeles Lakers,105
810,Fri Feb 20 2015,8:30 pm,Denver Nuggets,81,Milwaukee Bucks,89
811,Fri Feb 20 2015,8:00 pm,Phoenix Suns,109,Minnesota Timberwolves,111
812,Fri Feb 20 2015,7:30 pm,Miami Heat,111,New York Knicks,87
813,Fri Feb 20 2015,7:00 pm,New Orleans Pelicans,84,Orlando Magic,95
814,Fri Feb 20 2015,7:00 pm,Indiana Pacers,106,Philadelphia 76ers,95
815,Fri Feb 20 2015,10:00 pm,Boston Celtics,101,Sacramento Kings,109
816,Fri Feb 20 2015,9:00 pm,Portland Trail Blazers,76,Utah Jazz,92
817,Fri Feb 20 2015,8:00 pm,Cleveland Cavaliers,127,Washington Wizards,89
818,Sat Feb 21 2015,8:00 pm,Phoenix Suns,107,Chicago Bulls,112
819,Sat Feb 21 2015,7:00 pm,Oklahoma City Thunder,110,Charlotte Hornets,103
820,Sat Feb 21 2015,8:00 pm,Toronto Raptors,76,Houston Rockets,98
821,Sat Feb 21 2015,10:00 pm,Sacramento Kings,99,Los Angeles Clippers,126
822,Sat Feb 21 2015,7:30 pm,New Orleans Pelicans,105,Miami Heat,91
823,Sun Feb 22 2015,7:30 pm,Charlotte Hornets,81,Dallas Mavericks,92
824,Sun Feb 22 2015,3:30 pm,Washington Wizards,89,Detroit Pistons,106
825,Sun Feb 22 2015,6:00 pm,Golden State Warriors,98,Indiana Pacers,104
826,Sun Feb 22 2015,9:30 pm,Boston Celtics,111,Los Angeles Lakers,118
827,Sun Feb 22 2015,3:30 pm,Atlanta Hawks,97,Milwaukee Bucks,86
828,Sun Feb 22 2015,1:00 pm,Cleveland Cavaliers,101,New York Knicks,83
829,Sun Feb 22 2015,7:00 pm,Denver Nuggets,94,Oklahoma City Thunder,119
830,Sun Feb 22 2015,6:00 pm,Philadelphia 76ers,98,Orlando Magic,103
831,Sun Feb 22 2015,9:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,92
832,Mon Feb 23 2015,8:00 pm,Milwaukee Bucks,71,Chicago Bulls,87
833,Mon Feb 23 2015,9:00 pm,Brooklyn Nets,110,Denver Nuggets,82
834,Mon Feb 23 2015,8:00 pm,Minnesota Timberwolves,102,Houston Rockets,113
835,Mon Feb 23 2015,10:30 pm,Memphis Grizzlies,90,Los Angeles Clippers,87
836,Mon Feb 23 2015,7:30 pm,Philadelphia 76ers,108,Miami Heat,119
837,Mon Feb 23 2015,8:00 pm,Toronto Raptors,97,New Orleans Pelicans,100
838,Mon Feb 23 2015,9:00 pm,Boston Celtics,115,Phoenix Suns,110
839,Mon Feb 23 2015,9:00 pm,San Antonio Spurs,81,Utah Jazz,90
840,Tue Feb 24 2015,8:30 pm,Toronto Raptors,92,Dallas Mavericks,99
841,Tue Feb 24 2015,7:30 pm,Cleveland Cavaliers,102,Detroit Pistons,93
842,Tue Feb 24 2015,8:00 pm,Indiana Pacers,92,Oklahoma City Thunder,105
843,Tue Feb 24 2015,7:00 pm,Golden State Warriors,114,Washington Wizards,107
844,Wed Feb 25 2015,7:30 pm,Dallas Mavericks,87,Atlanta Hawks,104
845,Wed Feb 25 2015,7:30 pm,New York Knicks,94,Boston Celtics,115
846,Wed Feb 25 2015,8:00 pm,Charlotte Hornets,98,Chicago Bulls,86
847,Wed Feb 25 2015,9:00 pm,Phoenix Suns,110,Denver Nuggets,96
848,Wed Feb 25 2015,8:00 pm,Los Angeles Clippers,105,Houston Rockets,110
849,Wed Feb 25 2015,8:00 pm,Philadelphia 76ers,88,Milwaukee Bucks,104
850,Wed Feb 25 2015,8:00 pm,Washington Wizards,77,Minnesota Timberwolves,97
851,Wed Feb 25 2015,8:00 pm,Brooklyn Nets,96,New Orleans Pelicans,102
852,Wed Feb 25 2015,7:00 pm,Miami Heat,93,Orlando Magic,90
853,Wed Feb 25 2015,10:30 pm,San Antonio Spurs,95,Portland Trail Blazers,111
854,Wed Feb 25 2015,10:00 pm,Memphis Grizzlies,90,Sacramento Kings,102
855,Wed Feb 25 2015,9:00 pm,Los Angeles Lakers,100,Utah Jazz,97
856,Thu Feb 26 2015,8:00 pm,Golden State Warriors,99,Cleveland Cavaliers,110
857,Thu Feb 26 2015,10:30 pm,Oklahoma City Thunder,113,Phoenix Suns,117
858,Fri Feb 27 2015,7:30 pm,Orlando Magic,88,Atlanta Hawks,95
859,Fri Feb 27 2015,7:30 pm,Charlotte Hornets,98,Boston Celtics,106
860,Fri Feb 27 2015,8:00 pm,Minnesota Timberwolves,89,Chicago Bulls,96
861,Fri Feb 27 2015,9:00 pm,Utah Jazz,104,Denver Nuggets,82
862,Fri Feb 27 2015,7:30 pm,New York Knicks,121,Detroit Pistons,115
863,Fri Feb 27 2015,8:00 pm,Brooklyn Nets,98,Houston Rockets,102
864,Fri Feb 27 2015,7:00 pm,Cleveland Cavaliers,86,Indiana Pacers,93
865,Fri Feb 27 2015,10:30 pm,Milwaukee Bucks,93,Los Angeles Lakers,101
866,Fri Feb 27 2015,8:00 pm,Los Angeles Clippers,97,Memphis Grizzlies,79
867,Fri Feb 27 2015,8:00 pm,Miami Heat,102,New Orleans Pelicans,104
868,Fri Feb 27 2015,7:00 pm,Washington Wizards,81,Philadelphia 76ers,89
869,Fri Feb 27 2015,10:30 pm,Oklahoma City Thunder,112,Portland Trail Blazers,115
870,Fri Feb 27 2015,10:00 pm,San Antonio Spurs,107,Sacramento Kings,96
871,Fri Feb 27 2015,7:30 pm,Golden State Warriors,113,Toronto Raptors,89
872,Sat Feb 28 2015,8:30 pm,Brooklyn Nets,104,Dallas Mavericks,94
873,Sat Feb 28 2015,7:30 pm,Atlanta Hawks,93,Miami Heat,91
874,Sat Feb 28 2015,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,97
875,Sat Feb 28 2015,7:30 pm,Toronto Raptors,98,New York Knicks,103
876,Sat Feb 28 2015,9:00 pm,San Antonio Spurs,101,Phoenix Suns,74
877,Sat Feb 28 2015,9:00 pm,Milwaukee Bucks,75,Utah Jazz,82
878,Sat Feb 28 2015,7:00 pm,Detroit Pistons,95,Washington Wizards,99
880,Sun Mar 1 2015,6:00 pm,Golden State Warriors,106,Boston Celtics,101
881,Sun Mar 1 2015,1:00 pm,Los Angeles Clippers,96,Chicago Bulls,86
882,Sun Mar 1 2015,8:00 pm,New Orleans Pelicans,99,Denver Nuggets,92
883,Sun Mar 1 2015,3:30 pm,Cleveland Cavaliers,103,Houston Rockets,105
884,Sun Mar 1 2015,6:00 pm,Philadelphia 76ers,74,Indiana Pacers,94
885,Sun Mar 1 2015,6:30 pm,Oklahoma City Thunder,108,Los Angeles Lakers,101
886,Sun Mar 1 2015,6:00 pm,Charlotte Hornets,98,Orlando Magic,83
887,Sun Mar 1 2015,6:00 pm,Portland Trail Blazers,110,Sacramento Kings,99
888,Mon Mar 2 2015,7:30 pm,Golden State Warriors,108,Brooklyn Nets,110
889,Mon Mar 2 2015,8:30 pm,New Orleans Pelicans,93,Dallas Mavericks,102
890,Mon Mar 2 2015,7:30 pm,Phoenix Suns,98,Miami Heat,115
891,Mon Mar 2 2015,8:00 pm,Los Angeles Clippers,110,Minnesota Timberwolves,105
892,Mon Mar 2 2015,7:00 pm,Toronto Raptors,114,Philadelphia 76ers,103
893,Tue Mar 3 2015,7:30 pm,Houston Rockets,96,Atlanta Hawks,104
894,Tue Mar 3 2015,8:00 pm,Washington Wizards,92,Chicago Bulls,97
895,Tue Mar 3 2015,7:00 pm,Los Angeles Lakers,103,Charlotte Hornets,104
896,Tue Mar 3 2015,7:00 pm,Boston Celtics,79,Cleveland Cavaliers,110
897,Tue Mar 3 2015,9:00 pm,Milwaukee Bucks,95,Denver Nuggets,106
898,Tue Mar 3 2015,8:00 pm,Utah Jazz,93,Memphis Grizzlies,82
899,Tue Mar 3 2015,7:00 pm,Sacramento Kings,124,New York Knicks,86
900,Wed Mar 4 2015,7:30 pm,Utah Jazz,84,Boston Celtics,85
901,Wed Mar 4 2015,7:30 pm,Charlotte Hornets,115,Brooklyn Nets,91
902,Wed Mar 4 2015,10:30 pm,Milwaukee Bucks,93,Golden State Warriors,102
903,Wed Mar 4 2015,8:00 pm,Memphis Grizzlies,102,Houston Rockets,100
904,Wed Mar 4 2015,7:00 pm,New York Knicks,82,Indiana Pacers,105
905,Wed Mar 4 2015,10:30 pm,Portland Trail Blazers,98,Los Angeles Clippers,93
906,Wed Mar 4 2015,8:00 pm,Los Angeles Lakers,94,Miami Heat,100
907,Wed Mar 4 2015,8:00 pm,Denver Nuggets,100,Minnesota Timberwolves,85
908,Wed Mar 4 2015,8:00 pm,Detroit Pistons,85,New Orleans Pelicans,88
909,Wed Mar 4 2015,8:00 pm,Philadelphia 76ers,118,Oklahoma City Thunder,123
