,Date,Start,Visitor,VisitorPTS,Home,HomePTS
318,Wed Dec 12 2012,7:00 pm,New Orleans Hornets,88,Oklahoma City Thunder,92
319,Wed Dec 12 2012,7:00 pm,Atlanta Hawks,86,Orlando Magic,80
320,Wed Dec 12 2012,7:30 pm,Chicago Bulls,96,Philadelphia 76ers,89
321,Wed Dec 12 2012,7:00 pm,Memphis Grizzlies,80,Phoenix Suns,82
322,Wed Dec 12 2012,7:00 pm,Brooklyn Nets,94,Toronto Raptors,88
323,Wed Dec 12 2012,8:30 pm,San Antonio Spurs,96,Utah Jazz,99
324,Thu Dec 13 2012,7:30 pm,Charlotte Bobcats,90,Atlanta Hawks,113
325,Thu Dec 13 2012,8:00 pm,Los Angeles Lakers,107,New York Knicks,116
326,Thu Dec 13 2012,7:30 pm,San Antonio Spurs,90,Portland Trail Blazers,98
327,Fri Dec 14 2012,7:30 pm,Detroit Pistons,105,Brooklyn Nets,107
328,Fri Dec 14 2012,7:30 pm,Milwaukee Bucks,90,Cleveland Cavaliers,86
329,Fri Dec 14 2012,8:30 pm,Memphis Grizzlies,94,Denver Nuggets,99
330,Fri Dec 14 2012,7:00 pm,Boston Celtics,89,Houston Rockets,101
331,Fri Dec 14 2012,7:00 pm,Philadelphia 76ers,85,Indiana Pacers,95
332,Fri Dec 14 2012,7:00 pm,Minnesota Timberwolves,113,New Orleans Hornets,102
333,Fri Dec 14 2012,7:00 pm,Sacramento Kings,103,Oklahoma City Thunder,113
334,Fri Dec 14 2012,7:00 pm,Golden State Warriors,85,Orlando Magic,99
335,Fri Dec 14 2012,7:00 pm,Utah Jazz,84,Phoenix Suns,99
336,Fri Dec 14 2012,7:00 pm,Dallas Mavericks,74,Toronto Raptors,95
337,Fri Dec 14 2012,7:00 pm,Los Angeles Lakers,102,Washington Wizards,96
338,Sat Dec 15 2012,7:00 pm,Golden State Warriors,115,Atlanta Hawks,93
339,Sat Dec 15 2012,7:30 pm,Orlando Magic,107,Charlotte Bobcats,98
340,Sat Dec 15 2012,7:00 pm,Brooklyn Nets,82,Chicago Bulls,83
341,Sat Dec 15 2012,7:30 pm,Indiana Pacers,88,Detroit Pistons,77
342,Sat Dec 15 2012,7:30 pm,Washington Wizards,72,Miami Heat,102
343,Sat Dec 15 2012,7:30 pm,Los Angeles Clippers,111,Milwaukee Bucks,85
344,Sat Dec 15 2012,7:00 pm,Dallas Mavericks,106,Minnesota Timberwolves,114
345,Sat Dec 15 2012,7:30 pm,Cleveland Cavaliers,102,New York Knicks,103
346,Sat Dec 15 2012,7:30 pm,Boston Celtics,88,San Antonio Spurs,103
347,Sat Dec 15 2012,7:00 pm,Memphis Grizzlies,99,Utah Jazz,86
348,Sun Dec 16 2012,6:00 pm,Los Angeles Lakers,111,Philadelphia 76ers,98
349,Sun Dec 16 2012,6:00 pm,New Orleans Hornets,94,Portland Trail Blazers,95
350,Sun Dec 16 2012,3:00 pm,Denver Nuggets,122,Sacramento Kings,97
351,Sun Dec 16 2012,1:00 pm,Houston Rockets,96,Toronto Raptors,103
352,Mon Dec 17 2012,7:30 pm,Los Angeles Clippers,88,Detroit Pistons,76
353,Mon Dec 17 2012,7:00 pm,Chicago Bulls,71,Memphis Grizzlies,80
354,Mon Dec 17 2012,7:30 pm,Houston Rockets,109,New York Knicks,96
355,Mon Dec 17 2012,7:00 pm,San Antonio Spurs,93,Oklahoma City Thunder,107
356,Mon Dec 17 2012,7:00 pm,Minnesota Timberwolves,93,Orlando Magic,102
357,Mon Dec 17 2012,7:00 pm,Sacramento Kings,90,Phoenix Suns,101
358,Tue Dec 18 2012,7:30 pm,Utah Jazz,92,Brooklyn Nets,90
359,Tue Dec 18 2012,7:00 pm,Boston Celtics,89,Chicago Bulls,100
360,Tue Dec 18 2012,7:00 pm,Toronto Raptors,113,Cleveland Cavaliers,99
361,Tue Dec 18 2012,7:30 pm,Philadelphia 76ers,100,Dallas Mavericks,107
362,Tue Dec 18 2012,7:00 pm,San Antonio Spurs,106,Denver Nuggets,112
363,Tue Dec 18 2012,7:30 pm,New Orleans Hornets,96,Golden State Warriors,103
364,Tue Dec 18 2012,7:30 pm,Charlotte Bobcats,100,Los Angeles Lakers,101
365,Tue Dec 18 2012,7:30 pm,Minnesota Timberwolves,92,Miami Heat,103
366,Tue Dec 18 2012,7:00 pm,Indiana Pacers,93,Milwaukee Bucks,98
367,Tue Dec 18 2012,7:00 pm,Atlanta Hawks,100,Washington Wizards,95
368,Wed Dec 19 2012,7:30 pm,Oklahoma City Thunder,100,Atlanta Hawks,92
369,Wed Dec 19 2012,7:30 pm,Cleveland Cavaliers,91,Boston Celtics,103
370,Wed Dec 19 2012,7:00 pm,Philadelphia 76ers,103,Houston Rockets,125
371,Wed Dec 19 2012,7:00 pm,Utah Jazz,84,Indiana Pacers,104
372,Wed Dec 19 2012,7:30 pm,New Orleans Hornets,77,Los Angeles Clippers,93
373,Wed Dec 19 2012,8:30 pm,Milwaukee Bucks,80,Memphis Grizzlies,90
374,Wed Dec 19 2012,7:00 pm,Brooklyn Nets,86,New York Knicks,100
375,Wed Dec 19 2012,7:00 pm,Washington Wizards,83,Orlando Magic,90
376,Wed Dec 19 2012,7:00 pm,Charlotte Bobcats,104,Phoenix Suns,121
377,Wed Dec 19 2012,7:00 pm,Golden State Warriors,127,Sacramento Kings,131
378,Wed Dec 19 2012,7:00 pm,Detroit Pistons,91,Toronto Raptors,97
379,Thu Dec 20 2012,8:30 pm,Miami Heat,110,Dallas Mavericks,95
380,Thu Dec 20 2012,6:00 pm,Oklahoma City Thunder,93,Minnesota Timberwolves,99
381,Thu Dec 20 2012,7:00 pm,Denver Nuggets,93,Portland Trail Blazers,101
382,Fri Dec 21 2012,7:30 pm,Milwaukee Bucks,99,Boston Celtics,94
383,Fri Dec 21 2012,7:30 pm,Indiana Pacers,99,Cleveland Cavaliers,89
384,Fri Dec 21 2012,7:30 pm,Washington Wizards,68,Detroit Pistons,100
385,Fri Dec 21 2012,7:30 pm,Charlotte Bobcats,100,Golden State Warriors,115
386,Fri Dec 21 2012,7:30 pm,Sacramento Kings,85,Los Angeles Clippers,97
387,Fri Dec 21 2012,7:00 pm,Dallas Mavericks,82,Memphis Grizzlies,92
388,Fri Dec 21 2012,7:30 pm,Chicago Bulls,110,New York Knicks,106
389,Fri Dec 21 2012,7:00 pm,Atlanta Hawks,80,Philadelphia 76ers,99
390,Fri Dec 21 2012,7:30 pm,New Orleans Hornets,94,San Antonio Spurs,99
391,Fri Dec 21 2012,7:00 pm,Orlando Magic,90,Toronto Raptors,93
392,Sat Dec 22 2012,7:00 pm,Chicago Bulls,75,Atlanta Hawks,92
393,Sat Dec 22 2012,7:00 pm,Charlotte Bobcats,88,Denver Nuggets,110
394,Sat Dec 22 2012,7:30 pm,Los Angeles Lakers,118,Golden State Warriors,115
395,Sat Dec 22 2012,7:00 pm,Memphis Grizzlies,96,Houston Rockets,121
396,Sat Dec 22 2012,7:30 pm,Utah Jazz,89,Miami Heat,105
397,Sat Dec 22 2012,7:30 pm,Cleveland Cavaliers,94,Milwaukee Bucks,82
398,Sat Dec 22 2012,7:00 pm,Indiana Pacers,81,New Orleans Hornets,75
399,Sat Dec 22 2012,7:00 pm,Phoenix Suns,93,Portland Trail Blazers,96
400,Sat Dec 22 2012,7:00 pm,Detroit Pistons,96,Washington Wizards,87
401,Sun Dec 23 2012,3:00 pm,Philadelphia 76ers,92,Brooklyn Nets,95
402,Sun Dec 23 2012,5:00 pm,Minnesota Timberwolves,91,New York Knicks,94
403,Sun Dec 23 2012,6:00 pm,Utah Jazz,97,Orlando Magic,93
404,Sun Dec 23 2012,6:00 pm,Los Angeles Clippers,103,Phoenix Suns,77
405,Sun Dec 23 2012,6:00 pm,Portland Trail Blazers,96,Sacramento Kings,108
406,Sun Dec 23 2012,6:00 pm,Dallas Mavericks,91,San Antonio Spurs,129
407,Tue Dec 25 2012,12:00 pm,Boston Celtics,93,Brooklyn Nets,76
408,Tue Dec 25 2012,7:00 pm,Houston Rockets,120,Chicago Bulls,97
409,Tue Dec 25 2012,7:30 pm,Denver Nuggets,100,Los Angeles Clippers,112
410,Tue Dec 25 2012,12:00 pm,New York Knicks,94,Los Angeles Lakers,100
411,Tue Dec 25 2012,5:30 pm,Oklahoma City Thunder,97,Miami Heat,103
412,Wed Dec 26 2012,7:30 pm,Detroit Pistons,119,Atlanta Hawks,126
413,Wed Dec 26 2012,7:00 pm,Miami Heat,105,Charlotte Bobcats,92
414,Wed Dec 26 2012,7:00 pm,Los Angeles Lakers,114,Denver Nuggets,126
415,Wed Dec 26 2012,7:00 pm,Philadelphia 76ers,99,Memphis Grizzlies,89
416,Wed Dec 26 2012,7:00 pm,Brooklyn Nets,93,Milwaukee Bucks,108
417,Wed Dec 26 2012,7:00 pm,Houston Rockets,87,Minnesota Timberwolves,84
418,Wed Dec 26 2012,7:00 pm,New Orleans Hornets,97,Orlando Magic,94
419,Wed Dec 26 2012,7:00 pm,New York Knicks,99,Phoenix Suns,97
420,Wed Dec 26 2012,7:00 pm,Sacramento Kings,91,Portland Trail Blazers,109
421,Wed Dec 26 2012,7:30 pm,Toronto Raptors,80,San Antonio Spurs,100
422,Wed Dec 26 2012,7:00 pm,Golden State Warriors,94,Utah Jazz,83
423,Wed Dec 26 2012,7:00 pm,Cleveland Cavaliers,87,Washington Wizards,84
424,Thu Dec 27 2012,7:30 pm,Boston Celtics,77,Los Angeles Clippers,106
425,Thu Dec 27 2012,7:00 pm,Dallas Mavericks,105,Oklahoma City Thunder,111
426,Fri Dec 28 2012,7:30 pm,Charlotte Bobcats,81,Brooklyn Nets,97
427,Fri Dec 28 2012,7:30 pm,Atlanta Hawks,102,Cleveland Cavaliers,94
428,Fri Dec 28 2012,7:30 pm,Denver Nuggets,106,Dallas Mavericks,85
429,Fri Dec 28 2012,7:30 pm,Miami Heat,99,Detroit Pistons,109
430,Fri Dec 28 2012,7:30 pm,Philadelphia 76ers,89,Golden State Warriors,96
431,Fri Dec 28 2012,7:00 pm,Phoenix Suns,91,Indiana Pacers,97
432,Fri Dec 28 2012,7:30 pm,Portland Trail Blazers,87,Los Angeles Lakers,104
433,Fri Dec 28 2012,7:00 pm,Toronto Raptors,104,New Orleans Hornets,97
434,Fri Dec 28 2012,7:00 pm,New York Knicks,105,Sacramento Kings,106
435,Fri Dec 28 2012,7:30 pm,Houston Rockets,116,San Antonio Spurs,122
436,Fri Dec 28 2012,7:00 pm,Los Angeles Clippers,116,Utah Jazz,114
437,Fri Dec 28 2012,7:00 pm,Orlando Magic,97,Washington Wizards,105
438,Sat Dec 29 2012,7:00 pm,Indiana Pacers,100,Atlanta Hawks,109
439,Sat Dec 29 2012,7:30 pm,Cleveland Cavaliers,100,Brooklyn Nets,103
440,Sat Dec 29 2012,7:00 pm,New Orleans Hornets,98,Charlotte Bobcats,95
441,Sat Dec 29 2012,7:00 pm,Washington Wizards,77,Chicago Bulls,87
442,Sat Dec 29 2012,7:30 pm,Boston Celtics,83,Golden State Warriors,101
443,Sat Dec 29 2012,7:00 pm,Oklahoma City Thunder,124,Houston Rockets,94
444,Sat Dec 29 2012,7:00 pm,Denver Nuggets,72,Memphis Grizzlies,81
445,Sat Dec 29 2012,7:30 pm,Miami Heat,85,Milwaukee Bucks,104
446,Sat Dec 29 2012,7:00 pm,Phoenix Suns,107,Minnesota Timberwolves,111
447,Sat Dec 29 2012,7:00 pm,Toronto Raptors,123,Orlando Magic,88
448,Sat Dec 29 2012,7:00 pm,Philadelphia 76ers,85,Portland Trail Blazers,89
449,Sun Dec 30 2012,6:30 pm,San Antonio Spurs,111,Dallas Mavericks,86
450,Sun Dec 30 2012,7:30 pm,Milwaukee Bucks,94,Detroit Pistons,96
451,Sun Dec 30 2012,6:30 pm,Utah Jazz,96,Los Angeles Clippers,107
452,Sun Dec 30 2012,6:00 pm,Boston Celtics,96,Sacramento Kings,118
453,Mon Dec 31 2012,2:00 pm,Charlotte Bobcats,91,Chicago Bulls,81
454,Mon Dec 31 2012,6:00 pm,Atlanta Hawks,104,Houston Rockets,123
455,Mon Dec 31 2012,3:00 pm,Memphis Grizzlies,83,Indiana Pacers,88
456,Mon Dec 31 2012,7:00 pm,Phoenix Suns,96,Oklahoma City Thunder,114
457,Mon Dec 31 2012,5:00 pm,Miami Heat,112,Orlando Magic,110
458,Mon Dec 31 2012,6:00 pm,Brooklyn Nets,73,San Antonio Spurs,104
460,Tue Jan 1 2013,7:00 pm,Los Angeles Clippers,78,Denver Nuggets,92
461,Tue Jan 1 2013,7:30 pm,Sacramento Kings,97,Detroit Pistons,103
462,Tue Jan 1 2013,7:30 pm,Philadelphia 76ers,103,Los Angeles Lakers,99
463,Tue Jan 1 2013,7:00 pm,Atlanta Hawks,95,New Orleans Hornets,86
464,Tue Jan 1 2013,7:30 pm,Portland Trail Blazers,105,New York Knicks,100
465,Tue Jan 1 2013,6:00 pm,Dallas Mavericks,103,Washington Wizards,94
466,Wed Jan 2 2013,7:30 pm,Memphis Grizzlies,93,Boston Celtics,83
467,Wed Jan 2 2013,7:00 pm,Sacramento Kings,97,Cleveland Cavaliers,94
468,Wed Jan 2 2013,7:30 pm,Los Angeles Clippers,94,Golden State Warriors,115
469,Wed Jan 2 2013,7:00 pm,New Orleans Hornets,92,Houston Rockets,104
470,Wed Jan 2 2013,7:00 pm,Washington Wizards,81,Indiana Pacers,89
471,Wed Jan 2 2013,7:30 pm,Dallas Mavericks,109,Miami Heat,119
472,Wed Jan 2 2013,7:00 pm,San Antonio Spurs,117,Milwaukee Bucks,110
473,Wed Jan 2 2013,7:00 pm,Brooklyn Nets,110,Oklahoma City Thunder,93
474,Wed Jan 2 2013,7:00 pm,Chicago Bulls,96,Orlando Magic,94
475,Wed Jan 2 2013,7:00 pm,Philadelphia 76ers,89,Phoenix Suns,95
476,Wed Jan 2 2013,7:00 pm,Portland Trail Blazers,79,Toronto Raptors,102
477,Wed Jan 2 2013,7:00 pm,Minnesota Timberwolves,84,Utah Jazz,106
478,Thu Jan 3 2013,7:00 pm,Minnesota Timberwolves,101,Denver Nuggets,97
479,Thu Jan 3 2013,7:30 pm,San Antonio Spurs,83,New York Knicks,100
480,Fri Jan 4 2013,8:00 pm,Indiana Pacers,75,Boston Celtics,94
481,Fri Jan 4 2013,7:00 pm,Cleveland Cavaliers,106,Charlotte Bobcats,104
482,Fri Jan 4 2013,7:30 pm,Atlanta Hawks,84,Detroit Pistons,85
483,Fri Jan 4 2013,7:30 pm,Los Angeles Lakers,102,Los Angeles Clippers,107
484,Fri Jan 4 2013,7:00 pm,Portland Trail Blazers,86,Memphis Grizzlies,84
485,Fri Jan 4 2013,8:00 pm,Chicago Bulls,96,Miami Heat,89
486,Fri Jan 4 2013,7:30 pm,Houston Rockets,115,Milwaukee Bucks,101
487,Fri Jan 4 2013,7:00 pm,Philadelphia 76ers,85,Oklahoma City Thunder,109
488,Fri Jan 4 2013,7:00 pm,Utah Jazz,87,Phoenix Suns,80
489,Fri Jan 4 2013,7:00 pm,Sacramento Kings,105,Toronto Raptors,96
490,Fri Jan 4 2013,7:00 pm,Brooklyn Nets,115,Washington Wizards,113
491,Sat Jan 5 2013,7:00 pm,Boston Celtics,89,Atlanta Hawks,81
492,Sat Jan 5 2013,7:30 pm,Sacramento Kings,93,Brooklyn Nets,113
493,Sat Jan 5 2013,7:30 pm,Houston Rockets,112,Cleveland Cavaliers,104
494,Sat Jan 5 2013,7:30 pm,New Orleans Hornets,99,Dallas Mavericks,96
495,Sat Jan 5 2013,7:00 pm,Utah Jazz,91,Denver Nuggets,110
496,Sat Jan 5 2013,7:00 pm,Milwaukee Bucks,80,Indiana Pacers,95
497,Sat Jan 5 2013,7:30 pm,Golden State Warriors,89,Los Angeles Clippers,115
498,Sat Jan 5 2013,7:00 pm,Portland Trail Blazers,102,Minnesota Timberwolves,97
499,Sat Jan 5 2013,7:00 pm,New York Knicks,114,Orlando Magic,106
500,Sat Jan 5 2013,7:30 pm,Philadelphia 76ers,86,San Antonio Spurs,109
501,Sun Jan 6 2013,7:30 pm,Charlotte Bobcats,108,Detroit Pistons,101
502,Sun Jan 6 2013,6:30 pm,Denver Nuggets,112,Los Angeles Lakers,105
503,Sun Jan 6 2013,6:00 pm,Washington Wizards,71,Miami Heat,99
504,Sun Jan 6 2013,6:00 pm,Memphis Grizzlies,92,Phoenix Suns,81
505,Sun Jan 6 2013,1:00 pm,Oklahoma City Thunder,104,Toronto Raptors,92
506,Mon Jan 7 2013,7:00 pm,Cleveland Cavaliers,92,Chicago Bulls,118
507,Mon Jan 7 2013,7:00 pm,San Antonio Spurs,88,New Orleans Hornets,95
508,Mon Jan 7 2013,7:30 pm,Boston Celtics,102,New York Knicks,96
509,Mon Jan 7 2013,7:00 pm,Orlando Magic,119,Portland Trail Blazers,125
510,Mon Jan 7 2013,7:00 pm,Memphis Grizzlies,113,Sacramento Kings,81
511,Mon Jan 7 2013,7:00 pm,Dallas Mavericks,94,Utah Jazz,100
512,Mon Jan 7 2013,7:00 pm,Oklahoma City Thunder,99,Washington Wizards,101
513,Tue Jan 8 2013,7:00 pm,Los Angeles Lakers,112,Houston Rockets,125
514,Tue Jan 8 2013,7:00 pm,Miami Heat,77,Indiana Pacers,87
515,Tue Jan 8 2013,7:00 pm,Phoenix Suns,99,Milwaukee Bucks,108
516,Tue Jan 8 2013,7:00 pm,Atlanta Hawks,103,Minnesota Timberwolves,108
517,Tue Jan 8 2013,7:00 pm,Brooklyn Nets,109,Philadelphia 76ers,89
518,Wed Jan 9 2013,7:30 pm,Phoenix Suns,79,Boston Celtics,87
519,Wed Jan 9 2013,7:00 pm,Utah Jazz,112,Charlotte Bobcats,102
520,Wed Jan 9 2013,7:00 pm,Milwaukee Bucks,104,Chicago Bulls,96
521,Wed Jan 9 2013,7:00 pm,Atlanta Hawks,83,Cleveland Cavaliers,99
522,Wed Jan 9 2013,7:00 pm,Orlando Magic,105,Denver Nuggets,108
523,Wed Jan 9 2013,7:30 pm,Memphis Grizzlies,94,Golden State Warriors,87
524,Wed Jan 9 2013,7:30 pm,Dallas Mavericks,93,Los Angeles Clippers,99
525,Wed Jan 9 2013,7:00 pm,Houston Rockets,79,New Orleans Hornets,88
526,Wed Jan 9 2013,7:00 pm,Minnesota Timberwolves,84,Oklahoma City Thunder,106
527,Wed Jan 9 2013,7:00 pm,Los Angeles Lakers,105,San Antonio Spurs,108
528,Wed Jan 9 2013,7:00 pm,Philadelphia 76ers,72,Toronto Raptors,90
529,Thu Jan 10 2013,8:00 pm,New York Knicks,76,Indiana Pacers,81
530,Thu Jan 10 2013,7:30 pm,Miami Heat,90,Portland Trail Blazers,92
531,Thu Jan 10 2013,7:00 pm,Dallas Mavericks,117,Sacramento Kings,112
532,Fri Jan 11 2013,7:30 pm,Utah Jazz,95,Atlanta Hawks,103
533,Fri Jan 11 2013,7:30 pm,Houston Rockets,91,Boston Celtics,103
534,Fri Jan 11 2013,7:30 pm,Phoenix Suns,79,Brooklyn Nets,99
535,Fri Jan 11 2013,7:00 pm,Cleveland Cavaliers,91,Denver Nuggets,98
536,Fri Jan 11 2013,7:30 pm,Portland Trail Blazers,97,Golden State Warriors,103
537,Fri Jan 11 2013,7:30 pm,Oklahoma City Thunder,116,Los Angeles Lakers,101
538,Fri Jan 11 2013,7:00 pm,San Antonio Spurs,98,Memphis Grizzlies,101
539,Fri Jan 11 2013,7:30 pm,Detroit Pistons,103,Milwaukee Bucks,87
540,Fri Jan 11 2013,7:00 pm,Minnesota Timberwolves,92,New Orleans Hornets,104
541,Fri Jan 11 2013,8:00 pm,Chicago Bulls,108,New York Knicks,101
542,Fri Jan 11 2013,7:00 pm,Charlotte Bobcats,78,Toronto Raptors,99
543,Sat Jan 12 2013,7:00 pm,Phoenix Suns,97,Chicago Bulls,81
544,Sat Jan 12 2013,8:00 pm,Memphis Grizzlies,83,Dallas Mavericks,104
545,Sat Jan 12 2013,7:30 pm,Utah Jazz,90,Detroit Pistons,87
546,Sat Jan 12 2013,7:00 pm,Charlotte Bobcats,88,Indiana Pacers,96
547,Sat Jan 12 2013,12:30 pm,Orlando Magic,104,Los Angeles Clippers,101
548,Sat Jan 12 2013,7:30 pm,Houston Rockets,100,Philadelphia 76ers,107
549,Sat Jan 12 2013,7:00 pm,Miami Heat,128,Sacramento Kings,99
550,Sat Jan 12 2013,7:00 pm,Atlanta Hawks,83,Washington Wizards,93
551,Sun Jan 13 2013,6:00 pm,Indiana Pacers,86,Brooklyn Nets,97
552,Sun Jan 13 2013,6:00 pm,Golden State Warriors,105,Denver Nuggets,116
553,Sun Jan 13 2013,6:30 pm,Cleveland Cavaliers,93,Los Angeles Lakers,113
554,Sun Jan 13 2013,12:00 pm,New Orleans Hornets,87,New York Knicks,100
555,Sun Jan 13 2013,6:00 pm,Oklahoma City Thunder,87,Portland Trail Blazers,83
556,Sun Jan 13 2013,6:00 pm,Minnesota Timberwolves,88,San Antonio Spurs,106
557,Sun Jan 13 2013,1:00 pm,Milwaukee Bucks,107,Toronto Raptors,96
558,Mon Jan 14 2013,7:30 pm,Charlotte Bobcats,89,Boston Celtics,100
559,Mon Jan 14 2013,7:00 pm,Atlanta Hawks,58,Chicago Bulls,97
560,Mon Jan 14 2013,7:30 pm,Minnesota Timberwolves,98,Dallas Mavericks,113
561,Mon Jan 14 2013,7:00 pm,Los Angeles Clippers,99,Memphis Grizzlies,73
562,Mon Jan 14 2013,7:00 pm,Oklahoma City Thunder,102,Phoenix Suns,90
563,Mon Jan 14 2013,7:00 pm,Cleveland Cavaliers,118,Sacramento Kings,124
564,Mon Jan 14 2013,7:00 pm,Miami Heat,97,Utah Jazz,104
565,Mon Jan 14 2013,7:00 pm,Orlando Magic,91,Washington Wizards,120
566,Tue Jan 15 2013,7:30 pm,Toronto Raptors,106,Brooklyn Nets,113
567,Tue Jan 15 2013,7:00 pm,Indiana Pacers,103,Charlotte Bobcats,76
568,Tue Jan 15 2013,7:00 pm,Portland Trail Blazers,111,Denver Nuggets,115
569,Tue Jan 15 2013,7:00 pm,Los Angeles Clippers,117,Houston Rockets,109
570,Tue Jan 15 2013,7:30 pm,Milwaukee Bucks,88,Los Angeles Lakers,104
571,Tue Jan 15 2013,7:00 pm,New Orleans Hornets,111,Philadelphia 76ers,99
572,Wed Jan 16 2013,7:30 pm,Brooklyn Nets,95,Atlanta Hawks,109
573,Wed Jan 16 2013,8:00 pm,New Orleans Hornets,90,Boston Celtics,78
574,Wed Jan 16 2013,7:00 pm,Houston Rockets,100,Dallas Mavericks,105
575,Wed Jan 16 2013,7:30 pm,Miami Heat,92,Golden State Warriors,75
576,Wed Jan 16 2013,7:00 pm,Denver Nuggets,97,Oklahoma City Thunder,117
577,Wed Jan 16 2013,7:00 pm,Indiana Pacers,86,Orlando Magic,97
578,Wed Jan 16 2013,7:00 pm,Cleveland Cavaliers,93,Portland Trail Blazers,88
579,Wed Jan 16 2013,7:00 pm,Washington Wizards,94,Sacramento Kings,95
580,Wed Jan 16 2013,7:30 pm,Memphis Grizzlies,82,San Antonio Spurs,103
581,Wed Jan 16 2013,7:00 pm,Chicago Bulls,107,Toronto Raptors,105
582,Thu Jan 17 2013,8:00 pm,New York Knicks,102,Detroit Pistons,87
583,Thu Jan 17 2013,7:30 pm,Miami Heat,99,Los Angeles Lakers,90
584,Thu Jan 17 2013,7:00 pm,Los Angeles Clippers,90,Minnesota Timberwolves,77
585,Thu Jan 17 2013,7:00 pm,Milwaukee Bucks,98,Phoenix Suns,94
586,Fri Jan 18 2013,7:00 pm,Chicago Bulls,100,Boston Celtics,99
587,Fri Jan 18 2013,7:30 pm,Atlanta Hawks,89,Brooklyn Nets,94
588,Fri Jan 18 2013,8:30 pm,Oklahoma City Thunder,117,Dallas Mavericks,114
589,Fri Jan 18 2013,7:00 pm,Washington Wizards,112,Denver Nuggets,108
590,Fri Jan 18 2013,7:00 pm,Houston Rockets,95,Indiana Pacers,105
591,Fri Jan 18 2013,7:00 pm,Sacramento Kings,69,Memphis Grizzlies,85
592,Fri Jan 18 2013,7:00 pm,Charlotte Bobcats,106,Orlando Magic,100
593,Fri Jan 18 2013,7:00 pm,Toronto Raptors,101,Philadelphia 76ers,108
594,Fri Jan 18 2013,7:30 pm,Golden State Warriors,88,San Antonio Spurs,95
595,Sat Jan 19 2013,7:00 pm,San Antonio Spurs,98,Atlanta Hawks,93
596,Sat Jan 19 2013,7:00 pm,Sacramento Kings,97,Charlotte Bobcats,93
597,Sat Jan 19 2013,7:00 pm,Memphis Grizzlies,85,Chicago Bulls,82
598,Sat Jan 19 2013,7:30 pm,Washington Wizards,87,Los Angeles Clippers,94
599,Sat Jan 19 2013,7:00 pm,Houston Rockets,79,Minnesota Timberwolves,92
600,Sat Jan 19 2013,7:00 pm,Golden State Warriors,116,New Orleans Hornets,112
601,Sat Jan 19 2013,7:00 pm,Milwaukee Bucks,110,Portland Trail Blazers,104
602,Sat Jan 19 2013,7:00 pm,Cleveland Cavaliers,98,Utah Jazz,109
603,Sun Jan 20 2013,6:00 pm,Oklahoma City Thunder,118,Denver Nuggets,121
604,Sun Jan 20 2013,7:30 pm,Boston Celtics,88,Detroit Pistons,103
605,Sun Jan 20 2013,6:00 pm,Dallas Mavericks,111,Orlando Magic,105
606,Sun Jan 20 2013,1:00 pm,Los Angeles Lakers,103,Toronto Raptors,108
607,Mon Jan 21 2013,2:00 pm,Minnesota Timberwolves,96,Atlanta Hawks,104
608,Mon Jan 21 2013,2:00 pm,Houston Rockets,100,Charlotte Bobcats,94
609,Mon Jan 21 2013,8:30 pm,Los Angeles Lakers,83,Chicago Bulls,95
610,Mon Jan 21 2013,1:00 pm,Los Angeles Clippers,99,Golden State Warriors,106
611,Mon Jan 21 2013,12:00 pm,Indiana Pacers,82,Memphis Grizzlies,81
612,Mon Jan 21 2013,12:00 pm,Sacramento Kings,105,New Orleans Hornets,114
613,Mon Jan 21 2013,3:30 pm,Brooklyn Nets,88,New York Knicks,85
614,Mon Jan 21 2013,7:00 pm,San Antonio Spurs,90,Philadelphia 76ers,85
615,Mon Jan 21 2013,7:00 pm,Washington Wizards,98,Portland Trail Blazers,95
616,Tue Jan 22 2013,7:00 pm,Boston Celtics,90,Cleveland Cavaliers,95
617,Tue Jan 22 2013,7:30 pm,Orlando Magic,90,Detroit Pistons,105
618,Tue Jan 22 2013,7:30 pm,Oklahoma City Thunder,109,Los Angeles Clippers,97
619,Tue Jan 22 2013,7:00 pm,Philadelphia 76ers,102,Milwaukee Bucks,110
620,Wed Jan 23 2013,7:00 pm,Atlanta Hawks,104,Charlotte Bobcats,92
621,Wed Jan 23 2013,7:00 pm,Detroit Pistons,82,Chicago Bulls,85
622,Wed Jan 23 2013,7:30 pm,Oklahoma City Thunder,99,Golden State Warriors,104
623,Wed Jan 23 2013,7:00 pm,Denver Nuggets,105,Houston Rockets,95
624,Wed Jan 23 2013,7:00 pm,Los Angeles Lakers,93,Memphis Grizzlies,106
625,Wed Jan 23 2013,7:30 pm,Toronto Raptors,116,Miami Heat,123
626,Wed Jan 23 2013,7:00 pm,Brooklyn Nets,91,Minnesota Timberwolves,83
627,Wed Jan 23 2013,7:00 pm,Indiana Pacers,80,Portland Trail Blazers,100
628,Wed Jan 23 2013,7:00 pm,Phoenix Suns,106,Sacramento Kings,96
629,Wed Jan 23 2013,7:30 pm,New Orleans Hornets,102,San Antonio Spurs,106
630,Wed Jan 23 2013,7:00 pm,Washington Wizards,88,Utah Jazz,92
631,Thu Jan 24 2013,8:00 pm,New York Knicks,89,Boston Celtics,86
632,Thu Jan 24 2013,7:00 pm,Toronto Raptors,97,Orlando Magic,95
633,Thu Jan 24 2013,8:30 pm,Los Angeles Clippers,88,Phoenix Suns,93
