,Date,Start,Visitor,VisitorPTS,Home,HomePTS
633,Thu Jan 23 2014,8:00 pm,Los Angeles Lakers,102,Miami Heat,109
634,Thu Jan 23 2014,10:30 pm,Denver Nuggets,105,Portland Trail Blazers,110
635,Fri Jan 24 2014,7:30 pm,San Antonio Spurs,105,Atlanta Hawks,79
636,Fri Jan 24 2014,7:30 pm,Oklahoma City Thunder,101,Boston Celtics,83
637,Fri Jan 24 2014,7:30 pm,Dallas Mavericks,106,Brooklyn Nets,107
638,Fri Jan 24 2014,8:00 pm,Los Angeles Clippers,112,Chicago Bulls,95
639,Fri Jan 24 2014,7:30 pm,Milwaukee Bucks,78,Cleveland Cavaliers,93
640,Fri Jan 24 2014,7:30 pm,New Orleans Pelicans,103,Detroit Pistons,101
641,Fri Jan 24 2014,10:30 pm,Minnesota Timberwolves,121,Golden State Warriors,120
642,Fri Jan 24 2014,8:00 pm,Memphis Grizzlies,88,Houston Rockets,87
643,Fri Jan 24 2014,7:30 pm,Charlotte Bobcats,96,New York Knicks,125
644,Fri Jan 24 2014,7:00 pm,Los Angeles Lakers,105,Orlando Magic,114
645,Fri Jan 24 2014,7:00 pm,Toronto Raptors,104,Philadelphia 76ers,95
646,Fri Jan 24 2014,9:00 pm,Washington Wizards,101,Phoenix Suns,95
647,Fri Jan 24 2014,10:00 pm,Indiana Pacers,116,Sacramento Kings,111
648,Sat Jan 25 2014,7:00 pm,Chicago Bulls,89,Charlotte Bobcats,87
649,Sat Jan 25 2014,9:00 pm,Indiana Pacers,96,Denver Nuggets,109
650,Sat Jan 25 2014,8:00 pm,Houston Rockets,81,Memphis Grizzlies,99
651,Sat Jan 25 2014,8:30 pm,Atlanta Hawks,112,Milwaukee Bucks,87
652,Sat Jan 25 2014,7:30 pm,Oklahoma City Thunder,103,Philadelphia 76ers,91
653,Sat Jan 25 2014,10:00 pm,Minnesota Timberwolves,104,Portland Trail Blazers,115
654,Sat Jan 25 2014,7:00 pm,Los Angeles Clippers,126,Toronto Raptors,118
655,Sat Jan 25 2014,9:00 pm,Washington Wizards,101,Utah Jazz,104
656,Sun Jan 26 2014,6:30 pm,Brooklyn Nets,85,Boston Celtics,79
657,Sun Jan 26 2014,6:00 pm,Phoenix Suns,99,Cleveland Cavaliers,90
658,Sun Jan 26 2014,7:30 pm,Detroit Pistons,106,Dallas Mavericks,116
659,Sun Jan 26 2014,9:00 pm,Portland Trail Blazers,88,Golden State Warriors,103
660,Sun Jan 26 2014,1:00 pm,San Antonio Spurs,101,Miami Heat,113
661,Sun Jan 26 2014,6:00 pm,Orlando Magic,92,New Orleans Pelicans,100
662,Sun Jan 26 2014,3:30 pm,Los Angeles Lakers,103,New York Knicks,110
663,Sun Jan 26 2014,9:00 pm,Denver Nuggets,125,Sacramento Kings,117
664,Mon Jan 27 2014,7:30 pm,Toronto Raptors,104,Brooklyn Nets,103
665,Mon Jan 27 2014,8:00 pm,Minnesota Timberwolves,95,Chicago Bulls,86
666,Mon Jan 27 2014,8:00 pm,Los Angeles Clippers,114,Milwaukee Bucks,86
667,Mon Jan 27 2014,8:00 pm,Atlanta Hawks,109,Oklahoma City Thunder,111
668,Mon Jan 27 2014,7:00 pm,Phoenix Suns,124,Philadelphia 76ers,113
669,Mon Jan 27 2014,9:00 pm,Sacramento Kings,99,Utah Jazz,106
670,Tue Jan 28 2014,7:00 pm,New Orleans Pelicans,100,Cleveland Cavaliers,89
671,Tue Jan 28 2014,7:30 pm,Orlando Magic,87,Detroit Pistons,103
672,Tue Jan 28 2014,10:30 pm,Washington Wizards,88,Golden State Warriors,85
673,Tue Jan 28 2014,8:00 pm,San Antonio Spurs,90,Houston Rockets,97
674,Tue Jan 28 2014,10:30 pm,Indiana Pacers,104,Los Angeles Lakers,92
675,Tue Jan 28 2014,7:30 pm,Boston Celtics,88,New York Knicks,114
676,Tue Jan 28 2014,10:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,81
677,Wed Jan 29 2014,7:30 pm,Philadelphia 76ers,95,Boston Celtics,94
678,Wed Jan 29 2014,8:30 pm,Houston Rockets,117,Dallas Mavericks,115
679,Wed Jan 29 2014,9:00 pm,Charlotte Bobcats,101,Denver Nuggets,98
680,Wed Jan 29 2014,10:30 pm,Washington Wizards,103,Los Angeles Clippers,110
681,Wed Jan 29 2014,7:00 pm,Oklahoma City Thunder,112,Miami Heat,95
682,Wed Jan 29 2014,8:00 pm,Phoenix Suns,126,Milwaukee Bucks,117
683,Wed Jan 29 2014,8:00 pm,New Orleans Pelicans,77,Minnesota Timberwolves,88
684,Wed Jan 29 2014,10:00 pm,Memphis Grizzlies,99,Sacramento Kings,89
685,Wed Jan 29 2014,9:30 pm,Chicago Bulls,96,San Antonio Spurs,86
686,Wed Jan 29 2014,7:00 pm,Orlando Magic,83,Toronto Raptors,98
687,Thu Jan 30 2014,10:30 pm,Los Angeles Clippers,92,Golden State Warriors,111
688,Thu Jan 30 2014,7:00 pm,Phoenix Suns,102,Indiana Pacers,94
689,Thu Jan 30 2014,8:00 pm,Cleveland Cavaliers,86,New York Knicks,117
690,Fri Jan 31 2014,8:00 pm,Oklahoma City Thunder,120,Brooklyn Nets,95
691,Fri Jan 31 2014,8:30 pm,Sacramento Kings,103,Dallas Mavericks,107
692,Fri Jan 31 2014,9:00 pm,Toronto Raptors,100,Denver Nuggets,90
693,Fri Jan 31 2014,10:30 pm,Charlotte Bobcats,110,Los Angeles Lakers,100
694,Fri Jan 31 2014,8:00 pm,Memphis Grizzlies,94,Minnesota Timberwolves,90
695,Fri Jan 31 2014,7:00 pm,Milwaukee Bucks,102,Orlando Magic,113
696,Fri Jan 31 2014,7:30 pm,Atlanta Hawks,125,Philadelphia 76ers,99
697,Fri Jan 31 2014,10:30 pm,Golden State Warriors,95,Utah Jazz,90
699,Sat Feb 1 2014,7:30 pm,Minnesota Timberwolves,113,Atlanta Hawks,120
700,Sat Feb 1 2014,7:30 pm,Philadelphia 76ers,96,Detroit Pistons,113
701,Sat Feb 1 2014,8:00 pm,Cleveland Cavaliers,92,Houston Rockets,106
702,Sat Feb 1 2014,7:00 pm,Brooklyn Nets,96,Indiana Pacers,97
703,Sat Feb 1 2014,10:30 pm,Utah Jazz,87,Los Angeles Clippers,102
704,Sat Feb 1 2014,8:00 pm,Milwaukee Bucks,90,Memphis Grizzlies,99
705,Sat Feb 1 2014,8:00 pm,Chicago Bulls,79,New Orleans Pelicans,88
706,Sat Feb 1 2014,8:30 pm,Miami Heat,106,New York Knicks,91
707,Sat Feb 1 2014,9:00 pm,Charlotte Bobcats,95,Phoenix Suns,105
708,Sat Feb 1 2014,10:00 pm,Toronto Raptors,103,Portland Trail Blazers,106
709,Sat Feb 1 2014,8:30 pm,Sacramento Kings,93,San Antonio Spurs,95
710,Sat Feb 1 2014,7:00 pm,Oklahoma City Thunder,81,Washington Wizards,96
711,Sun Feb 2 2014,1:00 pm,Orlando Magic,89,Boston Celtics,96
712,Mon Feb 3 2014,7:30 pm,Philadelphia 76ers,102,Brooklyn Nets,108
713,Mon Feb 3 2014,8:30 pm,Cleveland Cavaliers,107,Dallas Mavericks,124
714,Mon Feb 3 2014,9:00 pm,Los Angeles Clippers,115,Denver Nuggets,116
715,Mon Feb 3 2014,7:00 pm,Orlando Magic,79,Indiana Pacers,98
716,Mon Feb 3 2014,7:30 pm,Detroit Pistons,96,Miami Heat,102
717,Mon Feb 3 2014,8:00 pm,New York Knicks,98,Milwaukee Bucks,101
718,Mon Feb 3 2014,8:00 pm,San Antonio Spurs,102,New Orleans Pelicans,95
719,Mon Feb 3 2014,8:00 pm,Memphis Grizzlies,77,Oklahoma City Thunder,86
720,Mon Feb 3 2014,10:00 pm,Chicago Bulls,70,Sacramento Kings,99
721,Mon Feb 3 2014,9:00 pm,Toronto Raptors,94,Utah Jazz,79
722,Mon Feb 3 2014,7:00 pm,Portland Trail Blazers,90,Washington Wizards,100
723,Tue Feb 4 2014,7:30 pm,Indiana Pacers,89,Atlanta Hawks,85
724,Tue Feb 4 2014,10:30 pm,Charlotte Bobcats,91,Golden State Warriors,75
725,Tue Feb 4 2014,8:00 pm,Los Angeles Lakers,99,Minnesota Timberwolves,109
726,Tue Feb 4 2014,9:00 pm,Chicago Bulls,101,Phoenix Suns,92
727,Wed Feb 5 2014,7:00 pm,Los Angeles Lakers,119,Cleveland Cavaliers,108
728,Wed Feb 5 2014,9:00 pm,Milwaukee Bucks,100,Denver Nuggets,110
729,Wed Feb 5 2014,8:00 pm,Phoenix Suns,108,Houston Rockets,122
730,Wed Feb 5 2014,10:30 pm,Miami Heat,116,Los Angeles Clippers,112
731,Wed Feb 5 2014,8:00 pm,Dallas Mavericks,110,Memphis Grizzlies,96
732,Wed Feb 5 2014,8:00 pm,Atlanta Hawks,100,New Orleans Pelicans,105
733,Wed Feb 5 2014,8:00 pm,Portland Trail Blazers,94,New York Knicks,90
734,Wed Feb 5 2014,8:00 pm,Minnesota Timberwolves,97,Oklahoma City Thunder,106
735,Wed Feb 5 2014,7:00 pm,Detroit Pistons,98,Orlando Magic,112
736,Wed Feb 5 2014,7:00 pm,Boston Celtics,114,Philadelphia 76ers,108
737,Wed Feb 5 2014,10:00 pm,Toronto Raptors,101,Sacramento Kings,109
738,Wed Feb 5 2014,7:00 pm,San Antonio Spurs,125,Washington Wizards,118
739,Thu Feb 6 2014,8:00 pm,San Antonio Spurs,89,Brooklyn Nets,103
740,Thu Feb 6 2014,10:30 pm,Chicago Bulls,87,Golden State Warriors,102
741,Fri Feb 7 2014,7:30 pm,Sacramento Kings,89,Boston Celtics,99
742,Fri Feb 7 2014,8:30 pm,Utah Jazz,81,Dallas Mavericks,103
743,Fri Feb 7 2014,7:30 pm,Brooklyn Nets,95,Detroit Pistons,111
744,Fri Feb 7 2014,7:00 pm,Portland Trail Blazers,113,Indiana Pacers,118
745,Fri Feb 7 2014,10:30 pm,Toronto Raptors,105,Los Angeles Clippers,118
746,Fri Feb 7 2014,9:30 pm,Minnesota Timberwolves,91,New Orleans Pelicans,98
747,Fri Feb 7 2014,7:30 pm,Denver Nuggets,90,New York Knicks,117
748,Fri Feb 7 2014,7:00 pm,Oklahoma City Thunder,102,Orlando Magic,103
749,Fri Feb 7 2014,7:00 pm,Los Angeles Lakers,112,Philadelphia 76ers,98
750,Fri Feb 7 2014,7:00 pm,Cleveland Cavaliers,115,Washington Wizards,113
751,Sat Feb 8 2014,7:30 pm,Memphis Grizzlies,79,Atlanta Hawks,76
752,Sat Feb 8 2014,7:00 pm,San Antonio Spurs,104,Charlotte Bobcats,100
753,Sat Feb 8 2014,7:30 pm,Denver Nuggets,109,Detroit Pistons,126
754,Sat Feb 8 2014,8:30 pm,Houston Rockets,101,Milwaukee Bucks,95
755,Sat Feb 8 2014,8:00 pm,Portland Trail Blazers,117,Minnesota Timberwolves,110
756,Sat Feb 8 2014,9:00 pm,Golden State Warriors,109,Phoenix Suns,122
757,Sat Feb 8 2014,9:00 pm,Miami Heat,89,Utah Jazz,94
758,Sun Feb 9 2014,6:00 pm,Dallas Mavericks,102,Boston Celtics,91
759,Sun Feb 9 2014,6:00 pm,New Orleans Pelicans,81,Brooklyn Nets,93
760,Sun Feb 9 2014,6:00 pm,Memphis Grizzlies,83,Cleveland Cavaliers,91
761,Sun Feb 9 2014,9:30 pm,Philadelphia 76ers,78,Los Angeles Clippers,123
762,Sun Feb 9 2014,3:30 pm,Chicago Bulls,92,Los Angeles Lakers,86
763,Sun Feb 9 2014,1:00 pm,New York Knicks,100,Oklahoma City Thunder,112
764,Sun Feb 9 2014,6:00 pm,Indiana Pacers,92,Orlando Magic,93
765,Sun Feb 9 2014,6:00 pm,Sacramento Kings,84,Washington Wizards,93
766,Mon Feb 10 2014,7:30 pm,San Antonio Spurs,100,Detroit Pistons,109
767,Mon Feb 10 2014,10:30 pm,Philadelphia 76ers,80,Golden State Warriors,123
768,Mon Feb 10 2014,7:00 pm,Denver Nuggets,80,Indiana Pacers,119
769,Mon Feb 10 2014,8:00 pm,Boston Celtics,102,Milwaukee Bucks,86
770,Mon Feb 10 2014,8:00 pm,Houston Rockets,107,Minnesota Timberwolves,89
771,Mon Feb 10 2014,7:00 pm,New Orleans Pelicans,101,Toronto Raptors,108
772,Tue Feb 11 2014,7:00 pm,Dallas Mavericks,89,Charlotte Bobcats,114
773,Tue Feb 11 2014,8:00 pm,Atlanta Hawks,85,Chicago Bulls,100
774,Tue Feb 11 2014,7:00 pm,Sacramento Kings,99,Cleveland Cavaliers,109
775,Tue Feb 11 2014,10:30 pm,Utah Jazz,96,Los Angeles Lakers,79
776,Tue Feb 11 2014,8:00 pm,Washington Wizards,89,Memphis Grizzlies,92
777,Tue Feb 11 2014,9:00 pm,Miami Heat,103,Phoenix Suns,97
778,Tue Feb 11 2014,10:00 pm,Oklahoma City Thunder,98,Portland Trail Blazers,95
779,Wed Feb 12 2014,7:30 pm,San Antonio Spurs,104,Boston Celtics,92
780,Wed Feb 12 2014,7:30 pm,Charlotte Bobcats,89,Brooklyn Nets,105
781,Wed Feb 12 2014,7:30 pm,Cleveland Cavaliers,93,Detroit Pistons,89
782,Wed Feb 12 2014,10:30 pm,Miami Heat,111,Golden State Warriors,110
783,Wed Feb 12 2014,8:00 pm,Washington Wizards,112,Houston Rockets,113
784,Wed Feb 12 2014,7:00 pm,Dallas Mavericks,81,Indiana Pacers,73
785,Wed Feb 12 2014,10:30 pm,Portland Trail Blazers,117,Los Angeles Clippers,122
786,Wed Feb 12 2014,8:00 pm,New Orleans Pelicans,102,Milwaukee Bucks,98
787,Wed Feb 12 2014,8:00 pm,Denver Nuggets,90,Minnesota Timberwolves,117
788,Wed Feb 12 2014,7:30 pm,Sacramento Kings,106,New York Knicks,101
789,Wed Feb 12 2014,7:00 pm,Memphis Grizzlies,86,Orlando Magic,81
790,Wed Feb 12 2014,7:00 pm,Atlanta Hawks,83,Toronto Raptors,104
791,Wed Feb 12 2014,9:00 pm,Philadelphia 76ers,100,Utah Jazz,105
792,Thu Feb 13 2014,8:00 pm,Brooklyn Nets,76,Chicago Bulls,92
793,Thu Feb 13 2014,10:30 pm,Oklahoma City Thunder,107,Los Angeles Lakers,103
794,Tue Feb 18 2014,8:30 pm,Miami Heat,117,Dallas Mavericks,106
795,Tue Feb 18 2014,9:00 pm,Phoenix Suns,112,Denver Nuggets,107
796,Tue Feb 18 2014,7:30 pm,Charlotte Bobcats,108,Detroit Pistons,96
797,Tue Feb 18 2014,7:00 pm,Atlanta Hawks,98,Indiana Pacers,108
798,Tue Feb 18 2014,10:30 pm,San Antonio Spurs,113,Los Angeles Clippers,103
799,Tue Feb 18 2014,8:00 pm,New York Knicks,93,Memphis Grizzlies,98
800,Tue Feb 18 2014,8:00 pm,Orlando Magic,100,Milwaukee Bucks,104
801,Tue Feb 18 2014,7:00 pm,Cleveland Cavaliers,114,Philadelphia 76ers,85
802,Tue Feb 18 2014,7:00 pm,Toronto Raptors,103,Washington Wizards,93
803,Wed Feb 19 2014,7:30 pm,Washington Wizards,114,Atlanta Hawks,97
804,Wed Feb 19 2014,7:00 pm,Detroit Pistons,98,Charlotte Bobcats,116
805,Wed Feb 19 2014,7:00 pm,Orlando Magic,93,Cleveland Cavaliers,101
806,Wed Feb 19 2014,10:30 pm,Houston Rockets,134,Los Angeles Lakers,108
807,Wed Feb 19 2014,8:00 pm,Indiana Pacers,91,Minnesota Timberwolves,104
808,Wed Feb 19 2014,8:00 pm,New York Knicks,98,New Orleans Pelicans,91
809,Wed Feb 19 2014,9:00 pm,Boston Celtics,94,Phoenix Suns,100
810,Wed Feb 19 2014,10:00 pm,San Antonio Spurs,111,Portland Trail Blazers,109
811,Wed Feb 19 2014,10:00 pm,Golden State Warriors,101,Sacramento Kings,92
812,Wed Feb 19 2014,7:00 pm,Chicago Bulls,94,Toronto Raptors,92
813,Wed Feb 19 2014,9:00 pm,Brooklyn Nets,105,Utah Jazz,99
814,Thu Feb 20 2014,10:30 pm,Houston Rockets,99,Golden State Warriors,102
815,Thu Feb 20 2014,8:00 pm,Denver Nuggets,101,Milwaukee Bucks,90
816,Thu Feb 20 2014,8:00 pm,Miami Heat,103,Oklahoma City Thunder,81
817,Fri Feb 21 2014,7:00 pm,New Orleans Pelicans,87,Charlotte Bobcats,90
818,Fri Feb 21 2014,8:00 pm,Denver Nuggets,89,Chicago Bulls,117
819,Fri Feb 21 2014,7:30 pm,Atlanta Hawks,107,Detroit Pistons,115
820,Fri Feb 21 2014,10:30 pm,Boston Celtics,92,Los Angeles Lakers,101
821,Fri Feb 21 2014,8:00 pm,Los Angeles Clippers,96,Memphis Grizzlies,102
822,Fri Feb 21 2014,7:00 pm,New York Knicks,121,Orlando Magic,129
823,Fri Feb 21 2014,7:00 pm,Dallas Mavericks,124,Philadelphia 76ers,112
824,Fri Feb 21 2014,9:00 pm,San Antonio Spurs,85,Phoenix Suns,106
825,Fri Feb 21 2014,10:00 pm,Utah Jazz,94,Portland Trail Blazers,102
826,Fri Feb 21 2014,7:00 pm,Cleveland Cavaliers,91,Toronto Raptors,98
827,Sat Feb 22 2014,7:30 pm,New York Knicks,98,Atlanta Hawks,107
828,Sat Feb 22 2014,7:00 pm,Memphis Grizzlies,89,Charlotte Bobcats,92
829,Sat Feb 22 2014,7:30 pm,Dallas Mavericks,113,Detroit Pistons,102
830,Sat Feb 22 2014,10:30 pm,Brooklyn Nets,86,Golden State Warriors,93
831,Sat Feb 22 2014,8:30 pm,Indiana Pacers,110,Milwaukee Bucks,100
832,Sat Feb 22 2014,10:00 pm,Boston Celtics,98,Sacramento Kings,105
833,Sat Feb 22 2014,9:00 pm,Minnesota Timberwolves,121,Utah Jazz,104
834,Sat Feb 22 2014,7:00 pm,New Orleans Pelicans,93,Washington Wizards,94
835,Sun Feb 23 2014,6:00 pm,Washington Wizards,96,Cleveland Cavaliers,83
836,Sun Feb 23 2014,8:00 pm,Sacramento Kings,109,Denver Nuggets,95
837,Sun Feb 23 2014,9:00 pm,Brooklyn Nets,108,Los Angeles Lakers,102
838,Sun Feb 23 2014,3:30 pm,Chicago Bulls,79,Miami Heat,93
839,Sun Feb 23 2014,1:00 pm,Los Angeles Clippers,125,Oklahoma City Thunder,117
840,Sun Feb 23 2014,9:00 pm,Houston Rockets,115,Phoenix Suns,112
841,Sun Feb 23 2014,9:00 pm,Minnesota Timberwolves,97,Portland Trail Blazers,108
842,Sun Feb 23 2014,6:00 pm,Orlando Magic,90,Toronto Raptors,105
843,Mon Feb 24 2014,7:30 pm,Golden State Warriors,104,Detroit Pistons,96
844,Mon Feb 24 2014,8:00 pm,Los Angeles Clippers,123,New Orleans Pelicans,110
845,Mon Feb 24 2014,7:30 pm,Dallas Mavericks,110,New York Knicks,108
846,Mon Feb 24 2014,7:00 pm,Milwaukee Bucks,130,Philadelphia 76ers,110
847,Mon Feb 24 2014,9:00 pm,Boston Celtics,98,Utah Jazz,110
848,Tue Feb 25 2014,7:30 pm,Chicago Bulls,107,Atlanta Hawks,103
849,Tue Feb 25 2014,7:00 pm,Toronto Raptors,99,Cleveland Cavaliers,93
850,Tue Feb 25 2014,9:00 pm,Portland Trail Blazers,100,Denver Nuggets,95
851,Tue Feb 25 2014,7:00 pm,Los Angeles Lakers,98,Indiana Pacers,118
852,Tue Feb 25 2014,9:00 pm,Minnesota Timberwolves,110,Phoenix Suns,101
853,Tue Feb 25 2014,10:00 pm,Houston Rockets,129,Sacramento Kings,103
854,Tue Feb 25 2014,7:00 pm,Orlando Magic,106,Washington Wizards,115
855,Wed Feb 26 2014,7:30 pm,Atlanta Hawks,104,Boston Celtics,115
856,Wed Feb 26 2014,8:00 pm,Golden State Warriors,83,Chicago Bulls,103
857,Wed Feb 26 2014,8:00 pm,New Orleans Pelicans,89,Dallas Mavericks,108
858,Wed Feb 26 2014,10:30 pm,Houston Rockets,93,Los Angeles Clippers,101
859,Wed Feb 26 2014,8:00 pm,Los Angeles Lakers,103,Memphis Grizzlies,108
860,Wed Feb 26 2014,8:00 pm,Cleveland Cavaliers,114,Oklahoma City Thunder,104
861,Wed Feb 26 2014,7:00 pm,Orlando Magic,101,Philadelphia 76ers,90
862,Wed Feb 26 2014,10:00 pm,Brooklyn Nets,80,Portland Trail Blazers,124
863,Wed Feb 26 2014,8:30 pm,Detroit Pistons,110,San Antonio Spurs,120
864,Wed Feb 26 2014,9:00 pm,Phoenix Suns,86,Utah Jazz,109
865,Thu Feb 27 2014,10:30 pm,Brooklyn Nets,112,Denver Nuggets,89
866,Thu Feb 27 2014,7:00 pm,Milwaukee Bucks,96,Indiana Pacers,101
867,Thu Feb 27 2014,8:00 pm,New York Knicks,82,Miami Heat,108
868,Thu Feb 27 2014,7:00 pm,Washington Wizards,134,Toronto Raptors,129
869,Fri Feb 28 2014,7:30 pm,Utah Jazz,79,Cleveland Cavaliers,99
870,Fri Feb 28 2014,8:30 pm,Chicago Bulls,100,Dallas Mavericks,91
871,Fri Feb 28 2014,10:30 pm,Sacramento Kings,122,Los Angeles Lakers,126
872,Fri Feb 28 2014,8:00 pm,Golden State Warriors,126,New York Knicks,103
873,Fri Feb 28 2014,8:00 pm,Memphis Grizzlies,107,Oklahoma City Thunder,113
874,Fri Feb 28 2014,10:30 pm,New Orleans Pelicans,104,Phoenix Suns,116
875,Fri Feb 28 2014,8:30 pm,Charlotte Bobcats,82,San Antonio Spurs,92
877,Sat Mar 1 2014,8:00 pm,Indiana Pacers,102,Boston Celtics,97
878,Sat Mar 1 2014,8:00 pm,Detroit Pistons,110,Houston Rockets,118
879,Sat Mar 1 2014,10:30 pm,New Orleans Pelicans,76,Los Angeles Clippers,108
880,Sat Mar 1 2014,9:00 pm,Cleveland Cavaliers,96,Memphis Grizzlies,110
881,Sat Mar 1 2014,7:30 pm,Orlando Magic,98,Miami Heat,112
882,Sat Mar 1 2014,8:30 pm,Brooklyn Nets,107,Milwaukee Bucks,98
883,Sat Mar 1 2014,7:30 pm,Washington Wizards,122,Philadelphia 76ers,103
884,Sat Mar 1 2014,10:00 pm,Denver Nuggets,96,Portland Trail Blazers,102
885,Sat Mar 1 2014,10:00 pm,Minnesota Timberwolves,108,Sacramento Kings,97
886,Sun Mar 2 2014,1:00 pm,New York Knicks,90,Chicago Bulls,109
887,Sun Mar 2 2014,6:00 pm,Utah Jazz,91,Indiana Pacers,94
888,Sun Mar 2 2014,7:00 pm,Charlotte Bobcats,99,Oklahoma City Thunder,116
889,Sun Mar 2 2014,6:00 pm,Philadelphia 76ers,81,Orlando Magic,92
890,Sun Mar 2 2014,8:00 pm,Atlanta Hawks,120,Phoenix Suns,129
891,Sun Mar 2 2014,7:00 pm,Dallas Mavericks,106,San Antonio Spurs,112
892,Sun Mar 2 2014,4:00 pm,Golden State Warriors,98,Toronto Raptors,104
893,Mon Mar 3 2014,7:30 pm,Chicago Bulls,80,Brooklyn Nets,96
894,Mon Mar 3 2014,9:00 pm,Minnesota Timberwolves,132,Denver Nuggets,128
895,Mon Mar 3 2014,7:30 pm,New York Knicks,85,Detroit Pistons,96
896,Mon Mar 3 2014,7:30 pm,Charlotte Bobcats,107,Miami Heat,124
897,Mon Mar 3 2014,8:00 pm,Utah Jazz,88,Milwaukee Bucks,114
898,Mon Mar 3 2014,10:00 pm,Los Angeles Lakers,107,Portland Trail Blazers,106
899,Mon Mar 3 2014,10:00 pm,New Orleans Pelicans,89,Sacramento Kings,96
900,Mon Mar 3 2014,7:00 pm,Memphis Grizzlies,110,Washington Wizards,104
901,Tue Mar 4 2014,7:00 pm,San Antonio Spurs,122,Cleveland Cavaliers,101
902,Tue Mar 4 2014,8:00 pm,Miami Heat,103,Houston Rockets,106
903,Tue Mar 4 2014,7:00 pm,Golden State Warriors,98,Indiana Pacers,96
904,Tue Mar 4 2014,10:30 pm,New Orleans Pelicans,132,Los Angeles Lakers,125
905,Tue Mar 4 2014,8:00 pm,Philadelphia 76ers,92,Oklahoma City Thunder,125
906,Tue Mar 4 2014,9:00 pm,Los Angeles Clippers,104,Phoenix Suns,96
907,Wed Mar 5 2014,7:30 pm,Golden State Warriors,108,Boston Celtics,88
908,Wed Mar 5 2014,7:30 pm,Memphis Grizzlies,94,Brooklyn Nets,103
909,Wed Mar 5 2014,7:00 pm,Indiana Pacers,87,Charlotte Bobcats,109
910,Wed Mar 5 2014,8:00 pm,Dallas Mavericks,110,Denver Nuggets,115
911,Wed Mar 5 2014,7:30 pm,Chicago Bulls,105,Detroit Pistons,94
912,Wed Mar 5 2014,8:00 pm,Sacramento Kings,116,Milwaukee Bucks,102
913,Wed Mar 5 2014,8:00 pm,New York Knicks,118,Minnesota Timberwolves,106
914,Wed Mar 5 2014,7:00 pm,Houston Rockets,101,Orlando Magic,89
915,Wed Mar 5 2014,10:30 pm,Atlanta Hawks,78,Portland Trail Blazers,102
916,Wed Mar 5 2014,7:00 pm,Utah Jazz,91,Washington Wizards,104
917,Thu Mar 6 2014,10:30 pm,Los Angeles Clippers,142,Los Angeles Lakers,94
918,Thu Mar 6 2014,9:00 pm,Oklahoma City Thunder,122,Phoenix Suns,128
919,Thu Mar 6 2014,8:00 pm,Miami Heat,87,San Antonio Spurs,111
920,Fri Mar 7 2014,7:30 pm,Brooklyn Nets,84,Boston Celtics,91
921,Fri Mar 7 2014,7:00 pm,Cleveland Cavaliers,92,Charlotte Bobcats,101
922,Fri Mar 7 2014,7:00 pm,Memphis Grizzlies,85,Chicago Bulls,77
923,Fri Mar 7 2014,8:30 pm,Portland Trail Blazers,98,Dallas Mavericks,103
924,Fri Mar 7 2014,9:00 pm,Los Angeles Lakers,126,Denver Nuggets,134
925,Fri Mar 7 2014,10:30 pm,Atlanta Hawks,97,Golden State Warriors,111
926,Fri Mar 7 2014,9:30 pm,Indiana Pacers,86,Houston Rockets,112
927,Fri Mar 7 2014,8:00 pm,Detroit Pistons,101,Minnesota Timberwolves,114
928,Fri Mar 7 2014,8:00 pm,Milwaukee Bucks,104,New Orleans Pelicans,112
929,Fri Mar 7 2014,7:30 pm,Utah Jazz,81,New York Knicks,108
930,Fri Mar 7 2014,7:00 pm,Sacramento Kings,87,Toronto Raptors,99
931,Sat Mar 8 2014,7:30 pm,New York Knicks,107,Cleveland Cavaliers,97
932,Sat Mar 8 2014,10:30 pm,Atlanta Hawks,108,Los Angeles Clippers,109
933,Sat Mar 8 2014,8:00 pm,Charlotte Bobcats,89,Memphis Grizzlies,111
934,Sat Mar 8 2014,9:00 pm,Washington Wizards,114,Milwaukee Bucks,107
935,Sat Mar 8 2014,7:30 pm,Utah Jazz,104,Philadelphia 76ers,92
936,Sat Mar 8 2014,8:30 pm,Orlando Magic,112,San Antonio Spurs,121
937,Sun Mar 9 2014,6:00 pm,Detroit Pistons,111,Boston Celtics,118
938,Sun Mar 9 2014,6:00 pm,Sacramento Kings,89,Brooklyn Nets,104
939,Sun Mar 9 2014,1:00 pm,Miami Heat,88,Chicago Bulls,95
940,Sun Mar 9 2014,7:30 pm,Indiana Pacers,94,Dallas Mavericks,105
941,Sun Mar 9 2014,9:00 pm,Phoenix Suns,107,Golden State Warriors,113
942,Sun Mar 9 2014,7:00 pm,Portland Trail Blazers,113,Houston Rockets,118
943,Sun Mar 9 2014,3:30 pm,Oklahoma City Thunder,110,Los Angeles Lakers,114
944,Sun Mar 9 2014,7:00 pm,Toronto Raptors,111,Minnesota Timberwolves,104
945,Sun Mar 9 2014,6:00 pm,Denver Nuggets,107,New Orleans Pelicans,111
946,Mon Mar 10 2014,7:30 pm,Toronto Raptors,97,Brooklyn Nets,101
947,Mon Mar 10 2014,7:00 pm,Denver Nuggets,98,Charlotte Bobcats,105
948,Mon Mar 10 2014,10:30 pm,Phoenix Suns,105,Los Angeles Clippers,112
949,Mon Mar 10 2014,7:30 pm,Washington Wizards,90,Miami Heat,99
